,train_times,accuracies,avg_losses
0,43.56183796200003,{(100*correct):>0.1f}%,{test_loss:>8f}
1,43.889876791999995,,
2,43.842218483999886,,
3,42.42664060800007,,
4,44.48609614899988,,
5,43.448421069999995,,
6,43.27085184700013,,
7,43.25171391599997,,
8,41.80381936499998,,
9,42.6160077290001,,
10,41.29922966699996,,
11,42.489457136000055,,
12,44.56485799500001,,
13,42.3111295770002,,
14,41.24984913800017,,
15,41.518147462000115,,
16,42.214487555999995,,
17,42.540143919,,
