,train_times,accuracies,avg_losses
0,43.79586658699964,{(100*correct):>0.1f}%,{test_loss:>8f}
1,43.343043401999694,,
2,44.01366770699997,,
3,43.287306388999696,,
4,43.99024267999994,,
5,45.51866672799997,,
6,44.112500298000214,,
7,43.81050518400025,,
8,45.65897692200042,,
9,41.28566937200003,,
10,40.62141629500002,,
11,44.49503394800013,,
12,41.909418167999775,,
13,41.73972529299999,,
14,41.61556942800007,,
15,43.885144588,,
16,44.47408024999959,,
17,44.76223868899979,,
