,0
208,1.8360311110766523e-05
209,4.67397513985308e-05
210,3.361079357236281e-05
211,3.607699699699498e-05
212,0.0005541011954377218
213,4.1337423950572714e-05
214,2.404125116832474e-05
215,5.6542120863431976e-05
216,0.0006427199954249983
217,2.686644787941682e-05
218,0.00030210753402207615
219,0.0008718528422787381
220,0.00033667149041410925
221,0.0004973412758924721
222,0.00011451726009948404
223,1.8038233315857742e-05
224,0.0014153133544996521
225,9.680555135623623e-05
226,9.762131847996776e-05
227,0.0002700550922762835
228,0.00021278411882953536
229,7.622520111957313e-05
230,0.0001386749572839006
231,6.933288451876426e-05
232,3.0045015335506127e-05
233,0.0022800433809196945
234,0.0005400823602784777
235,0.0004898047963723288
236,0.0003389385997892268
237,9.133016275028334e-05
238,9.51154581272179e-05
239,0.00037053573622360055
240,2.6905605805055413e-05
241,2.739009246510386e-05
242,1.8038233315857742e-05
243,0.00010943019039011692
244,0.00010986172747404845
245,5.490347549451979e-05
246,4.137480737653157e-05
247,0.00010821250480638563
248,0.0004675256981113934
249,2.404125116832474e-05
250,2.3091376069133353e-05
251,0.00013554399290385924
252,6.0893463352264165e-05
253,5.3812845546624693e-05
254,0.00017567033988251444
255,0.00012350412654309483
256,6.185988125375392e-05
257,0.0004932176535931649
258,0.00030486682199279267
259,2.404125116832474e-05
260,0.00012325953086607546
261,0.0002889734794056835
262,0.0003548689439490275
263,5.979809894987263e-05
264,1.8038233315857742e-05
265,0.0017310901073401784
266,0.00022592084711119063
267,1.8038233315857742e-05
268,2.3091376069133353e-05
269,1.8264939221931403e-05
270,2.3091376069133353e-05
271,1.8264939221931403e-05
272,2.686644787941682e-05
273,0.0007230758376538668
274,0.0003376697357103139
275,0.00044689635003419814
276,2.739009246510386e-05
277,9.60496541048915e-05
278,4.1374013607244455e-05
279,0.00016213574273006055
280,0.00011326752969880923
281,8.390087793426564e-05
282,1.2139610003535342e-05
283,2.739009246510386e-05
284,2.739009246510386e-05
285,2.3091376069133353e-05
286,5.5968312164366584e-05
287,2.3109940823665378e-05
288,0.00014126693834553156
289,0.00016227880148718567
290,1.8038233315857742e-05
291,9.587159839275054e-05
292,0.0001372770031001524
293,0.000244879340736289
294,0.00046391899527771665
295,0.0001120981838504347
296,0.0006558733291736651
297,1.2139610003535342e-05
298,0.0003589370398338897
299,0.0019082116344184003
300,0.0005437870079364787
301,0.0006504900368343752
302,0.00024437170231128065
303,1.8038233315857742e-05
304,0.00012314031684647724
305,4.6220902282823544e-05
306,1.2139610003535342e-05
307,0.00027753140065367107
308,2.6266357295884335e-05
309,2.686644787941682e-05
310,3.086229699528801e-05
311,1.8038233315857742e-05
312,0.00010517370669390837
313,1.8038233315857742e-05
314,1.2139610003535342e-05
315,2.638916284159296e-05
316,1.2139610003535342e-05
317,1.2139610003535342e-05
318,0.00021175558896369617
319,7.840203983788086e-05
320,2.3091376069133353e-05
321,8.226710199957107e-05
322,0.0011017132094964864
323,0.0003020112813089873
324,0.0004682429834887408
325,8.575960346849163e-05
326,0.00010098731541852305
327,0.0005754118357606776
328,4.4059734404225414e-05
329,1.8038233315857742e-05
330,0.00011219190988943345
331,4.6188128705172576e-05
332,0.00046501844882184605
333,7.380038551973136e-05
334,2.6905605805055413e-05
335,2.739009246510386e-05
336,2.404125116832474e-05
337,1.8264939221931403e-05
338,4.40289364776606e-05
339,2.404125116832474e-05
340,2.739009246510386e-05
341,0.00046018904544658406
342,0.00022097135017882933
343,8.638351509009394e-05
344,8.788965056964648e-05
345,0.00014131418351023462
346,6.84357063712818e-05
347,0.00017600803474548244
348,1.8038233315857742e-05
349,0.0006253012303202993
350,0.0001478009601787474
351,2.3109940823665378e-05
352,0.00033144639823499776
353,3.607699699699498e-05
354,1.8038233315857742e-05
355,6.988814817939632e-05
356,0.0001409066511648461
357,8.200836123856421e-05
358,2.3109940823665378e-05
359,6.927718311857122e-05
360,0.00013485640257877775
361,7.751945153681003e-05
362,2.3091376069133353e-05
363,0.00029282464551736625
364,0.00022294743409485824
365,8.217547903169711e-05
366,7.501678677433019e-05
367,0.00010874627799566106
368,0.0002312977245158212
369,1.2139610003535342e-05
370,0.00013227506808688656
371,0.00015035526620373014
372,4.6220902282823544e-05
373,0.000285265542634605
374,5.832323506149691e-05
375,2.4279449207312802e-05
376,3.0500077646602875e-05
377,1.8264939221931403e-05
378,0.00011448658304067869
379,3.999399936683258e-05
380,0.00015190750480336882
381,5.832323506149691e-05
382,0.0015149087653663752
383,1.2139610003535342e-05
384,0.00012630521935645477
385,1.2139610003535342e-05
386,0.0017002203470889666
387,1.2139610003535342e-05
388,0.00029408252419066796
389,1.8038233315857742e-05
390,2.3109940823665378e-05
391,1.8038233315857742e-05
392,0.0004934351663431344
393,0.0019415609148936055
394,8.724110512082059e-05
395,2.8256287241346385e-05
396,0.00014407610195845617
397,0.00014862065660095224
398,3.0261952275611448e-05
399,9.019647066383529e-05
400,5.066126285886764e-05
401,0.0007775390899837205
402,0.0002554275299540462
403,6.265958464767166e-05
404,1.8038233315857742e-05
405,1.8264939221931403e-05
406,0.0004733486852124591
407,0.003026061280854014
408,0.0020045341619806824
409,2.3109940823665378e-05
410,0.007475966945858835
411,0.006035655425373926
412,0.00031941048874211834
413,1.8264939221931403e-05
414,6.262673840162159e-05
415,1.8038233315857742e-05
416,2.638916284159296e-05
417,0.0016425750147891216
418,2.739009246510386e-05
419,3.361079357236281e-05
420,4.704701962664701e-05
421,1.8038233315857742e-05
422,0.0005447463814474535
423,1.8038233315857742e-05
424,5.4116291087112796e-05
425,0.00032645669507953866
426,0.0001019379682900087
427,0.0020311897952624467
428,7.836790931222116e-05
429,0.000171450145934832
430,1.8264939221931403e-05
431,0.000982211392788801
432,0.00010915497901061366
433,4.282791787432669e-05
434,5.632288995941875e-05
435,1.8038233315857742e-05
436,1.2139610003535342e-05
437,1.8038233315857742e-05
438,2.404125116832474e-05
439,0.00022584001811262638
440,2.404125116832474e-05
441,7.56804558334799e-05
442,0.0007779372761366354
443,0.00023864858063329803
444,2.3091376069133353e-05
445,0.00011547037900668913
446,4.114810147045791e-05
447,1.8038233315857742e-05
448,2.739009246510386e-05
449,2.404125116832474e-05
450,3.086229699528801e-05
451,1.8038233315857742e-05
452,1.8264939221931403e-05
453,0.0013294062587790294
454,4.7118841808364706e-05
455,2.8256287241346385e-05
456,2.8256287241346385e-05
457,0.0005149044570420047
458,2.3109940823665378e-05
459,1.2139610003535342e-05
460,0.00012479097404870446
461,0.0005000506550371852
462,0.00043437183475236046
463,6.80349971838362e-05
464,0.001622676435630501
465,0.0004009919411914317
466,2.638916284159296e-05
467,3.0488658181685094e-05
468,0.0005608820072634071
469,9.902512656548016e-05
470,0.00042724396082304374
471,0.0002636859154680304
472,0.00013587312025108232
473,0.00019345340226930018
474,0.001862240666340887
475,0.0003111504022979967
476,0.0003998269821004028
477,2.686644787941682e-05
478,2.404125116832474e-05
479,2.3109940823665378e-05
480,2.404125116832474e-05
481,4.290890668727275e-05
482,0.0012976289807803448
483,2.404125116832474e-05
484,0.0001953320678248526
485,3.618078850273936e-05
486,3.0045015335506127e-05
487,2.404125116832474e-05
488,3.639900212396263e-05
489,1.8038233315857742e-05
490,1.8038233315857742e-05
491,7.508814671875262e-05
492,0.00016419478241190978
493,0.00014244590731358445
494,2.404125116832474e-05
495,0.0008439933041054877
496,8.41602999750782e-05
497,2.3091376069133353e-05
498,4.4078269734649364e-05
499,3.6419517623281157e-05
500,2.638916284159296e-05
501,6.856248110367842e-05
502,7.813051255914282e-05
503,2.686644787941682e-05
504,9.850725396948945e-05
505,0.00013881801524769061
506,6.974354692686559e-05
507,7.025647864367729e-05
508,1.8038233315857742e-05
509,0.00010108794891041653
510,1.8264939221931403e-05
511,0.00010013483237371873
512,2.3109940823665378e-05
513,5.8688859724592926e-05
514,3.086229699528801e-05
515,2.3091376069133353e-05
516,4.908978012216762e-05
517,1.2139610003535342e-05
518,1.8264939221931403e-05
519,1.2139610003535342e-05
520,1.2139610003535342e-05
521,3.0177770650272363e-05
522,1.8038233315857742e-05
523,0.000250130753648824
524,2.739009246510386e-05
525,3.0045015335506127e-05
526,9.927920952847418e-05
527,3.086229699528801e-05
528,0.00016751262568209766
529,0.00016401945684014075
530,4.394863118664182e-05
531,1.8038233315857742e-05
532,3.932829221021745e-05
533,1.8264939221931403e-05
534,0.000396980439164899
535,3.653042506230776e-05
536,7.284109824593088e-05
537,8.141509609284616e-05
538,6.767104320350579e-05
539,3.361079357236281e-05
540,0.006126291333315692
541,0.00011745544469281246
542,2.4279449207312802e-05
543,0.00033148719579118897
544,6.867943667523683e-05
545,3.6303099868723935e-05
546,6.939935117156452e-05
547,0.00010596956106098532
548,0.00023616409423189724
549,0.00017874544514159382
550,0.00010082678221358436
551,2.6039651389755177e-05
552,9.499731359363409e-05
553,0.00029758848604368745
554,0.0003051559590797221
555,0.0006551375514285713
556,2.404125116832474e-05
557,0.0003228518825283171
558,0.00019819837140373783
559,0.00015408090145703463
560,7.284109824593088e-05
561,2.686644787941682e-05
562,3.086229699528801e-05
563,7.382477247435272e-05
564,5.4796457567605735e-05
565,0.00012506621797938773
566,2.3091376069133353e-05
567,2.7712170259984884e-05
568,0.00026570495558877506
569,0.0004676990835489482
570,6.408843534382658e-05
571,2.967579607283191e-05
572,2.686644787941682e-05
573,1.8264939221931403e-05
574,0.0004081463128448539
575,2.8256287241346385e-05
576,0.0004785996573561224
577,7.8948286531201e-05
578,2.3109940823665378e-05
579,0.00023955219439881727
580,0.0010340679520099226
581,0.0003882176914963186
582,8.542221748852394e-05
583,0.0032073135988330143
584,1.2139610003535342e-05
585,0.00039906266178043356
586,7.106282616777798e-05
587,5.572313318427624e-05
588,0.00034465962921401215
589,0.00015970136396701288
590,3.086229699528801e-05
591,2.9023668546647035e-05
592,9.80752110631287e-05
593,0.00015133766264047215
594,2.8256287241346385e-05
595,2.3109940823665378e-05
596,6.42218583737638e-05
597,2.686644787941682e-05
598,0.00012627877237982767
599,0.00017980769259839458
600,1.8038233315857742e-05
601,2.6905605805055413e-05
602,0.00032951959660597313
603,0.0002916953191959507
604,1.8264939221931403e-05
605,2.6905605805055413e-05
606,2.6905605805055413e-05
607,2.8701590751752145e-05
608,7.305007293737839e-05
609,1.8264939221931403e-05
610,0.00011421392863418164
611,5.793992584406342e-05
612,1.8264939221931403e-05
613,8.072171956772508e-05
614,2.686644787941682e-05
615,2.967579607283191e-05
616,2.3091376069133353e-05
617,2.8256287241346385e-05
618,5.714264201576174e-05
619,1.2139610003535342e-05
620,0.002579195797290889
621,2.6905605805055413e-05
622,2.404125116832474e-05
623,4.481482596289821e-05
624,0.00040722009448101635
625,4.4616645968472554e-05
626,0.0004915198490160541
627,0.0003682676896509848
628,0.00012086435420298941
629,0.00013572467639501375
630,1.2139610003535342e-05
631,0.0006118937815359714
632,1.2139610003535342e-05
633,2.6711240636473986e-05
634,0.00014899555298606616
635,2.686644787941682e-05
636,0.0029098875842178467
637,0.00029097805065191854
638,7.142177026187268e-05
639,5.394699042993276e-05
640,1.2139610003535342e-05
641,0.00042261576020614835
642,5.738782099583823e-05
643,0.0001380433531628144
644,0.00025197574209187036
645,4.092530971149196e-05
646,0.0003115685056511361
647,4.734472875775561e-05
648,0.0001232325518665488
649,0.0001976699225946904
650,0.00017154909626483666
651,2.739009246510386e-05
652,0.0005959878072498117
653,1.8264939221931403e-05
654,0.0014471310457080978
655,8.680740556665384e-05
656,2.404125116832474e-05
657,0.00019989072710130038
658,0.00015234924886944998
659,0.002252540215530914
660,0.00015023429134705462
661,0.00015366255987219043
662,0.000248620244110638
663,0.00022867615127298438
664,0.0004235476704035041
665,2.8701590751752145e-05
666,0.0012383247310434487
667,9.05196326728173e-05
668,0.00019750559166731806
669,4.2147004719137056e-05
670,1.2139610003535342e-05
671,5.4540061470399276e-05
672,2.638916284159296e-05
673,2.686644787941682e-05
674,1.8038233315857742e-05
675,4.6183770394967887e-05
676,1.8038233315857742e-05
677,2.638916284159296e-05
678,2.3091376069133353e-05
679,1.8038233315857742e-05
680,2.6905605805055413e-05
681,1.2139610003535342e-05
682,7.245653030491909e-05
683,4.6220902282823544e-05
684,6.933288451876426e-05
685,3.0045015335506127e-05
686,9.019647066383523e-05
687,4.384021703190437e-05
688,2.3091376069133353e-05
689,4.6183770394967887e-05
690,2.3109940823665378e-05
691,1.2139610003535342e-05
692,2.739009246510386e-05
693,4.6220902282823544e-05
694,6.432333749180238e-05
695,1.8038233315857742e-05
696,2.638916284159296e-05
697,0.00013750823003632603
698,4.6183770394967887e-05
699,1.8038233315857742e-05
700,2.3091376069133353e-05
701,0.00035635454343596606
702,4.173563679468741e-05
703,2.3109940823665378e-05
704,0.0001450257414486165
705,9.995628009296946e-05
706,0.0001478833865006039
707,0.00014352830122772045
708,8.903425689799587e-05
709,2.686644787941682e-05
710,2.404125116832474e-05
711,3.4383784684199913e-05
712,0.0004226304458866439
713,0.0022438213844741756
714,1.2139610003535342e-05
715,0.0004074998752044882
716,0.00037301188460031305
717,0.0003283373545903738
718,8.03431184911548e-05
719,5.240439883425796e-05
720,0.0001462615559184555
721,4.48541613388077e-05
722,0.00012090424167823924
723,3.5793237220080996e-05
724,2.8701590751752145e-05
725,0.00011047475324443587
726,2.6905605805055413e-05
727,2.3091376069133353e-05
728,0.0001577872739697882
729,0.00012124522107792151
730,0.00035016798901526885
731,0.00013232178977852602
732,6.502649495421857e-05
733,8.369762045162635e-05
734,6.108458781394652e-05
735,3.649242234883874e-05
736,0.0009179886092831333
737,4.143807851238322e-05
738,7.843454868901331e-05
739,1.2139610003535342e-05
740,0.00014877126569174862
741,3.492229185902496e-05
742,1.8360311110766523e-05
743,0.00010919707412784033
744,2.404125116832474e-05
745,2.6905605805055413e-05
746,0.0005122992315445995
747,0.00012333979837346468
748,0.0009021333588096769
749,0.00011325195126801576
750,8.629239801977768e-05
751,3.523091340352022e-05
752,4.28828248213271e-05
753,4.1086671018679335e-05
754,0.00029335384635752854
755,2.3091376069133353e-05
756,0.0009064909593858018
757,7.265457609554032e-05
758,1.8038233315857742e-05
759,0.00021018661412657274
760,2.3091376069133353e-05
761,4.648377036823987e-05
762,1.8038233315857742e-05
763,2.8701590751752145e-05
764,3.866393632561065e-05
765,1.2139610003535342e-05
766,1.8038233315857742e-05
767,0.00010398864901710489
768,4.137480737653157e-05
769,4.145154184281028e-05
770,3.953013110186707e-05
771,3.550974601768479e-05
772,3.0261952275611448e-05
773,2.404125116832474e-05
774,1.8264939221931403e-05
775,0.0006416233492065395
776,0.0010856313351452467
777,0.0015167879303808116
778,1.2139610003535342e-05
779,1.2139610003535342e-05
780,8.903425689799587e-05
781,2.3109940823665378e-05
782,1.2139610003535342e-05
783,2.3432018618574146e-05
784,2.967579607283191e-05
785,6.134078957541032e-05
786,2.967579607283191e-05
787,2.4279449207312802e-05
788,8.930662756453265e-05
789,3.607699699699498e-05
790,2.638916284159296e-05
791,5.373452187318792e-05
792,2.686644787941682e-05
793,2.3091376069133353e-05
794,2.6905605805055413e-05
795,9.155683626759634e-05
796,0.00045598417754520997
797,0.000546976314990316
798,1.8264939221931403e-05
799,2.686644787941682e-05
800,4.3086015955013976e-05
801,7.160807728736967e-05
802,0.00010076579884376317
803,0.00012652020188192218
804,0.00015512695133860767
805,2.967579607283191e-05
806,0.0003248385717348199
807,8.267811711085396e-05
808,1.8038233315857742e-05
809,2.739009246510386e-05
810,1.2139610003535342e-05
811,4.6220902282823544e-05
812,1.8038233315857742e-05
813,1.8038233315857742e-05
814,6.824288441863569e-05
815,2.638916284159296e-05
816,1.8264939221931403e-05
817,2.3091376069133353e-05
818,4.830914612835509e-05
819,2.686644787941682e-05
820,6.842311291311238e-05
821,0.002264701731035744
822,0.00019379384030872976
823,3.9900493922338204e-05
824,6.713228681265996e-05
825,4.5131314432255256e-05
826,6.533660069448787e-05
827,6.927718311857122e-05
828,0.0015846627812648598
829,0.0012960354751178943
830,2.686644787941682e-05
831,0.0007685761541866399
832,2.638916284159296e-05
833,2.638916284159296e-05
834,2.8701590751752145e-05
835,1.2139610003535342e-05
836,3.1938575867114944e-05
837,5.190701762817563e-05
838,5.4101187764599295e-05
839,7.393785124230628e-05
840,3.6625104995636096e-05
841,1.2139610003535342e-05
842,1.8264939221931403e-05
843,1.8038233315857742e-05
844,0.00015017211990745133
845,0.0004307276433278001
846,0.0001925986515445433
847,3.607699699699498e-05
848,2.404125116832474e-05
849,4.173563679468741e-05
850,2.967579607283191e-05
851,3.641951762328109e-05
852,7.690043505250243e-05
853,4.2079411815117273e-05
854,0.0008441340954877134
855,2.8701590751752145e-05
856,6.303131974053778e-05
857,7.106487694177483e-05
858,8.00004431581782e-05
859,2.3109940823665378e-05
860,2.3109940823665378e-05
861,2.3109940823665378e-05
862,2.3109940823665378e-05
863,2.3091376069133353e-05
864,2.967579607283191e-05
865,0.0008568395896907201
866,5.3353183007599704e-05
867,1.2139610003535342e-05
868,0.0001356206535058951
869,0.00016933837564620262
870,1.8264939221931403e-05
871,2.3091376069133353e-05
872,2.686644787941682e-05
873,3.0045015335506127e-05
874,0.0005349411676184207
875,3.618078850273936e-05
876,0.0003497692447519234
877,8.561912918076502e-05
878,0.0012793734372524498
879,0.0003968626896315821
880,2.3109940823665378e-05
881,1.2139610003535342e-05
882,1.2139610003535342e-05
883,1.8038233315857742e-05
884,1.2139610003535342e-05
885,2.739009246510386e-05
886,0.00015703383293364637
887,0.00017992175457799434
888,2.3091376069133353e-05
889,2.9557347837025718e-05
890,2.8701590751752145e-05
891,5.3812845546624693e-05
892,0.0005132334601200381
893,2.638916284159296e-05
894,3.260986394885191e-05
895,0.00011555991188000455
896,0.0002563262738528436
897,0.00019986204448633983
898,1.2139610003535342e-05
899,1.8038233315857742e-05
900,0.00010763157099307282
901,0.000624742865179445
902,9.12278979052263e-05
903,1.8038233315857742e-05
904,0.00010545302643075813
905,5.411439696376746e-05
906,1.8038233315857742e-05
907,2.739009246510386e-05
908,2.8256287241346385e-05
909,2.6905605805055413e-05
910,2.3091376069133353e-05
911,6.538998961132106e-05
912,2.7712170259984884e-05
913,1.8038233315857742e-05
914,2.8701590751752145e-05
915,8.021386285209166e-05
916,3.7677214146784844e-05
917,0.00016562859640144908
918,2.686644787941682e-05
919,4.713255456836513e-05
920,2.3091376069133353e-05
921,2.3109940823665378e-05
922,5.4796457567605735e-05
923,2.686644787941682e-05
924,0.0003824003281016092
925,0.001375831841040166
926,2.967579607283191e-05
927,5.454592111512077e-05
928,0.0019088417524952645
929,0.000124356741286149
930,8.498208361073546e-05
931,6.47865669666617e-05
932,3.653042506230776e-05
933,8.206798464497639e-05
934,4.6183770394967887e-05
935,5.4162318813129475e-05
936,2.8701590751752145e-05
937,1.8264939221931403e-05
938,0.00013729877297579015
939,0.00011971853161643185
940,4.096820468791235e-05
941,9.83711858414741e-05
942,0.00013157229344460699
943,0.000851088416798283
944,0.00046651720406955125
945,6.180802813897412e-05
946,0.00016353953112252195
947,4.6183770394967887e-05
948,2.404125116832474e-05
949,3.6076996996994956e-05
950,1.2139610003535342e-05
951,5.3812845546624693e-05
952,6.07003421329382e-05
953,0.0014119882174337681
954,2.739009246510386e-05
955,6.25451387159545e-05
956,5.787860530972712e-05
957,2.4279449207312802e-05
958,1.8264939221931403e-05
959,1.8264939221931403e-05
960,0.00038324574857459364
961,2.3091376069133353e-05
962,2.3091376069133353e-05
963,2.3091376069133353e-05
964,0.00010550411409970073
965,8.060658304297248e-05
966,9.244588767143112e-05
967,0.00027716374846514547
968,0.0003585556441970232
969,1.8264939221931403e-05
970,1.8038233315857742e-05
971,1.2139610003535342e-05
972,0.00020827575042325287
973,0.00025195806463763014
974,1.8038233315857742e-05
975,0.0007880198514834353
976,0.0004389104023021641
977,6.927718311857122e-05
978,2.3091376069133353e-05
979,1.8264939221931403e-05
980,0.00021731620958114208
981,5.350901820254638e-05
982,0.006185457462203112
983,6.927718311857122e-05
984,0.00011913342368125033
985,2.8701590751752145e-05
986,2.3091376069133353e-05
987,0.0012639715875363985
988,7.028148566279129e-05
989,0.0038102212536492946
990,4.3086015955013976e-05
991,2.3109940823665378e-05
992,3.641951762328109e-05
993,0.0001335483177959909
994,2.686644787941682e-05
995,6.317117691074478e-05
996,3.448173893343274e-05
997,0.00010579474310800738
998,0.0006178986739195991
999,0.00021737774260727875
1000,6.580121583225802e-05
1001,1.8264939221931403e-05
1002,0.00020458221433009125
1003,2.3091376069133353e-05
1004,2.967579607283191e-05
1005,5.235702299349655e-05
1006,4.826266775266576e-05
1007,2.967579607283191e-05
1008,1.2139610003535342e-05
1009,1.8264939221931403e-05
1010,2.3091376069133353e-05
1011,7.848973001393904e-05
1012,2.638916284159296e-05
1013,3.653042506230776e-05
1014,2.3091376069133353e-05
1015,0.000312806878693624
1016,8.903425689799587e-05
1017,1.2139610003535342e-05
1018,2.3109940823665378e-05
1019,1.8264939221931403e-05
1020,2.3091376069133353e-05
1021,3.086229699528801e-05
1022,5.4116291087112796e-05
1023,1.8038233315857742e-05
1024,2.967579607283191e-05
1025,2.8701590751752145e-05
1026,3.086229699528801e-05
1027,5.2668236628242775e-05
1028,1.8264939221931403e-05
1029,2.686644787941682e-05
1030,2.3091376069133353e-05
1031,1.2139610003535342e-05
1032,1.8264939221931403e-05
1033,9.366225236775546e-05
1034,1.2139610003535342e-05
1035,0.00017650568101224392
1036,1.8264939221931403e-05
1037,3.0045015335506127e-05
1038,2.3091376069133353e-05
1039,5.935388148683879e-05
1040,4.6220902282823544e-05
1041,1.8038233315857742e-05
1042,4.6220902282823544e-05
1043,3.99754346122728e-05
1044,1.2139610003535342e-05
1045,2.739009246510386e-05
1046,1.8038233315857742e-05
1047,3.0045015335506127e-05
1048,2.3091376069133353e-05
1049,0.0006400423006951326
1050,0.0002281225614483673
1051,1.2139610003535342e-05
1052,0.001629758260681975
1053,2.4279449207312802e-05
1054,5.0015473959627826e-05
1055,0.00010169181658150864
1056,2.8256287241346385e-05
1057,4.6220902282823544e-05
1058,7.777292627251283e-05
1059,1.8264939221931403e-05
1060,2.739009246510386e-05
1061,7.634676878398834e-05
1062,2.404125116832474e-05
1063,9.405270274664226e-05
1064,1.8264939221931403e-05
1065,0.0004248405595063564
1066,5.5132480310700135e-05
1067,2.404125116832474e-05
1068,9.382415578895158e-05
1069,2.4485640329218096e-05
