,train_times,accuracies,avg_losses
0,34.339952655998786,23.837288597926896,2.608071240984017
1,34.631360275998304,,
2,39.4719771529999,,
3,40.34375290800017,,
4,38.6786498520014,,
5,37.63795898900207,,
6,35.41027211800247,,
7,33.58907975299735,,
8,33.370976457001234,,
9,35.71777720300088,,
10,35.331082695996884,,
11,33.70215376100168,,
12,34.02220698200108,,
13,36.090196039996954,,
14,34.7116329950004,,
15,36.38682941599836,,
16,33.73976575599954,,
17,35.423598355999275,,
